Feelings	Functions	Attributes	Number
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 53.123625, Y Length = 10.510307, Height = 44.425724, Number of Points = 26.723929, Distribution Seed = 69.631796, Mesh Relaxation = 0.60294, Smooth Level = 2, 	69
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 41.73133, Y Length = 25.310995, Height = 16.677815, Number of Points = 72.893143, Distribution Seed = 15.377242, Mesh Relaxation = 0.616919, Smooth Level = 1, 	70
Pensiveness, Joy, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 72.469351, Y Length = 10.940871, Height = 50.859856, Number of Points = 32.091222, Distribution Seed = 8.914233, Mesh Relaxation = 0.935159, Smooth Level = 1, 	71
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 72.196734, Y Length = 34.795502, Height = 78.037124, Number of Points = 12.317274, Distribution Seed = 90.941234, Mesh Relaxation = 0.725392, Smooth Level = 1, 	72
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 21.973979, Y Length = 33.964663, Height = 88.876938, Number of Points = 49.327169, Distribution Seed = 47.698233, Mesh Relaxation = 0.568752, Smooth Level = 1, 	73
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 40.878515, Y Length = 88.932742, Height = 30.883622, Number of Points = 22.007047, Distribution Seed = 1.92775, Mesh Relaxation = 0.9108, Smooth Level = 1, 	74
Pensiveness, Joy, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 37.721457, Y Length = 42.474493, Height = 89.530661, Number of Points = 14.071021, Distribution Seed = 43.577381, Mesh Relaxation = 0.902749, Smooth Level = 1, 	75
Pensiveness, Joy, Grief, Admiration, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 43.06055, Y Length = 22.141592, Height = 40.770879, Number of Points = 7.964516, Distribution Seed = 76.887648, Mesh Relaxation = 0.030771, Smooth Level = 1, 	76
Pensiveness, Joy, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 17.843905, Y Length = 79.74263, Height = 18.436577, Number of Points = 30.529733, Distribution Seed = 67.977907, Mesh Relaxation = 0.785309, Smooth Level = 2, 	77
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 28.274818, Y Length = 96.395063, Height = 62.724905, Number of Points = 12.932942, Distribution Seed = 99.548156, Mesh Relaxation = 0.67098, Smooth Level = 2, 	78
Pensiveness, Joy, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 50.832644, Y Length = 77.94585, Height = 51.16033, Number of Points = 62.674053, Distribution Seed = 65.384109, Mesh Relaxation = 0.011012, Smooth Level = 2, 	79
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 82.772086, Y Length = 46.017887, Height = 83.560533, Number of Points = 12.355764, Distribution Seed = 8.670693, Mesh Relaxation = 0.679303, Smooth Level = 1, 	80
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 29.53656, Y Length = 60.160609, Height = 67.525366, Number of Points = 18.080598, Distribution Seed = 86.32016, Mesh Relaxation = 0.230876, Smooth Level = 1, 	81
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 29.771006, Y Length = 35.063083, Height = 52.1008, Number of Points = 47.828534, Distribution Seed = 78.722483, Mesh Relaxation = 0.77998, Smooth Level = 1, 	82
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 36.305786, Y Length = 50.757613, Height = 78.251537, Number of Points = 66.040363, Distribution Seed = 63.957366, Mesh Relaxation = 0.003266, Smooth Level = 1, 	83
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 17.493863, Y Length = 84.676144, Height = 68.622538, Number of Points = 61.125954, Distribution Seed = 10.798445, Mesh Relaxation = 0.559224, Smooth Level = 1, 	84
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 11.077603, Y Length = 45.673754, Height = 79.417252, Number of Points = 63.219061, Distribution Seed = 69.725851, Mesh Relaxation = 0.948848, Smooth Level = 1, 	85
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 98.825205, Y Length = 36.336605, Height = 72.611323, Number of Points = 73.176944, Distribution Seed = 91.028939, Mesh Relaxation = 0.754279, Smooth Level = 1, 	86
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 34.555872, Y Length = 40.296966, Height = 27.22596, Number of Points = 55.30411, Distribution Seed = 79.596105, Mesh Relaxation = 0.637997, Smooth Level = 1, 	87
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 62.466022, Y Length = 98.525819, Height = 98.01379, Number of Points = 23.643232, Distribution Seed = 3.606881, Mesh Relaxation = 0.948353, Smooth Level = 1, 	88
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 94.674753, Y Length = 55.360025, Height = 79.327395, Number of Points = 34.245192, Distribution Seed = 57.824207, Mesh Relaxation = 0.167366, Smooth Level = 1, 	89
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 94.241673, Y Length = 75.656701, Height = 62.834095, Number of Points = 39.750045, Distribution Seed = 8.864166, Mesh Relaxation = 0.182488, Smooth Level = 1, 	90
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 30.463146, Y Length = 82.24058, Height = 32.777028, Number of Points = 10.912826, Distribution Seed = 64.39773, Mesh Relaxation = 0.300357, Smooth Level = 1, 	91
Pensiveness, Joy, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 43.847801, Y Length = 57.751513, Height = 70.521796, Number of Points = 39.207012, Distribution Seed = 45.804891, Mesh Relaxation = 0.175133, Smooth Level = 2, 	92
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 66.556328, Y Length = 22.49382, Height = 16.851022, Number of Points = 88.044153, Distribution Seed = 44.785048, Mesh Relaxation = 0.107637, Smooth Level = 2, 	93
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 65.338567, Y Length = 74.757744, Height = 33.302073, Number of Points = 85.241602, Distribution Seed = 36.051153, Mesh Relaxation = 0.441416, Smooth Level = 1, 	94
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 91.394231, Y Length = 27.957558, Height = 17.053164, Number of Points = 67.767567, Distribution Seed = 54.901629, Mesh Relaxation = 0.588279, Smooth Level = 1, 	95
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 83.642063, Y Length = 41.104096, Height = 49.890936, Number of Points = 74.310824, Distribution Seed = 17.529199, Mesh Relaxation = 0.396195, Smooth Level = 1, 	96
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 96.105014, Y Length = 26.661018, Height = 35.451766, Number of Points = 65.486448, Distribution Seed = 39.986634, Mesh Relaxation = 0.517934, Smooth Level = 1, 	97
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 55.634837, Y Length = 48.184975, Height = 42.404299, Number of Points = 11.057237, Distribution Seed = 48.16434, Mesh Relaxation = 0.170509, Smooth Level = 1, 	98
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 73.054557, Y Length = 89.71459, Height = 35.390838, Number of Points = 16.186424, Distribution Seed = 89.773405, Mesh Relaxation = 0.734886, Smooth Level = 1, 	99
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 80.319788, Y Length = 59.790165, Height = 39.910451, Number of Points = 67.899062, Distribution Seed = 96.590694, Mesh Relaxation = 0.061433, Smooth Level = 2, 	100
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 62.230352, Y Length = 32.844542, Height = 73.596803, Number of Points = 95.209323, Distribution Seed = 31.979559, Mesh Relaxation = 0.985909, Smooth Level = 1, 	101
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 74.554288, Y Length = 87.470376, Height = 53.887757, Number of Points = 27.229145, Distribution Seed = 68.724259, Mesh Relaxation = 0.80452, Smooth Level = 1, 	102
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 38.776563, Y Length = 94.511451, Height = 79.390769, Number of Points = 67.295132, Distribution Seed = 52.174403, Mesh Relaxation = 0.966186, Smooth Level = 1, 	103
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 61.674751, Y Length = 77.750178, Height = 95.042237, Number of Points = 51.25824, Distribution Seed = 29.631273, Mesh Relaxation = 0.865623, Smooth Level = 1, 	104
Pensiveness, Joy, Grief, Loathing, Trust, Boredom, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 98.24823, Y Length = 79.404776, Height = 82.372525, Number of Points = 86.981603, Distribution Seed = 88.073076, Mesh Relaxation = 0.019677, Smooth Level = 1, 	105
Pensiveness, Joy, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 32.718631, Y Length = 14.1931, Height = 52.508948, Number of Points = 56.46921, Distribution Seed = 94.957509, Mesh Relaxation = 0.386778, Smooth Level = 1, 	106
Pensiveness, Joy, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 21.963843, Y Length = 25.54487, Height = 51.456055, Number of Points = 4.174742, Distribution Seed = 57.229552, Mesh Relaxation = 0.719811, Smooth Level = 1, 	107
Pensiveness, Joy, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 79.260407, Y Length = 56.919287, Height = 23.505311, Number of Points = 98.448415, Distribution Seed = 32.112391, Mesh Relaxation = 0.168409, Smooth Level = 1, 	108
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 30.469147, Y Length = 35.468334, Height = 44.141801, Number of Points = 74.014459, Distribution Seed = 91.136276, Mesh Relaxation = 0.969196, Smooth Level = 1, 	109
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Fear, Annoyance, Vigilance, Surprise, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 76.904324, Y Length = 48.727257, Height = 99.306053, Number of Points = 7.627843, Distribution Seed = 47.023699, Mesh Relaxation = 0.627861, Smooth Level = 1, 	110
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 74.625398, Y Length = 78.756885, Height = 88.262358, Number of Points = 88.152332, Distribution Seed = 95.506963, Mesh Relaxation = 0.43879, Smooth Level = 1, 	111
Pensiveness, Joy, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work,  Gathering Nodes, Meditation and Reading, Arts Space,  	X LENGTH = 29.660388, Y Length = 41.709547, Height = 12.180531, Number of Points = 81.049313, Distribution Seed = 80.380529, Mesh Relaxation = 0.788735, Smooth Level = 1, 	112
